Classification,Position
3429,ตัวแทนจัดหาบริการทางธุรกิจ และนายหน้าการค้าซึ่งมิได้จัดประเภทไว้ในที่อื่น
3429,ตัวแทนนายหน้าขายบริการธุรกิจ
3429,ผู้จัดจำหน่ายสายหนังในประเทศ
3429,พนักงานขายโฆษณาและรายการ (สถานีวิทยุและโทรทัศน์)
3429,พนักงานขายโฆษณา ; ตัวแทนขายโฆษณา
3429,ตัวแทนนายหน้าขายบริการธุรกิจอื่นๆ
3430,ผู้ประกอบอาชีพที่เกี่ยวข้องกับงานบริหารทั่วไป
3431,เลขานุการฝ่ายบริหารและผู้ปฏิบัติงานที่เกี่ยวข้อง
3431,เลขานุการฝ่ายบริหาร
3431,เสมียนโต้ตอบจดหมาย ; พนักงานผู้ช่วยงานโต้ตอบจดหมาย
3431,เจ้าหน้าที่จัดทำรายงาน (การดำเนินงาน)
3432,ผู้ประกอบอาชีพที่เกี่ยวข้องด้านกฎหมายและธุรกิจอื่น ๆ
3432,ผู้ช่วยทนายความ
3432,เสมียนฝ่ายกฎหมาย
3432,พนักงานยึดทรัพย์
3432,เจ้าพนักงานบังคับคดี
3432,เสมียน (ประกันภัย)
3432,ผู้ปฏิบัติงานที่เกี่ยวข้องกับงานด้านกฎหมายและธุรกิจอื่น ๆ
3433,เจ้าหน้าที่บัญชี
3433,พนักงานบัญชี
3434,ผู้ปฏิบัติงานที่เกี่ยวกับงานสถิติ คณิตศาสตร์ และงานอื่นที่เกี่ยวข้อง
3434,ผู้ช่วยนักสถิติ
3434,ผู้ช่วยนักคณิตศาสตร์
3434,ผู้ช่วยนักคณิตศาสตร์ประกันภัย
3434,ผู้ช่วยนักบัญชี
3434,ผู้ปฏิบัติงานที่เกี่ยวกับงานสถิติ คณิตศาสตร์และงานที่เกี่ยวข้อง ซึ่งมิได้จัด
3439,ผู้ปฏิบัติงานด้านบริหารงานทั่วไปที่มิได้จัดประเภทไว้ในที่อื่น
